,State Code,State,Zip Code,City,Year,Price,% Increase,Latitude,Longitude
11646,WA,Washington,98557,McCleary,97100,226000,232.75,47.0297,-123.273
11647,MA,Massachusetts,1770,Sherborn,502400,794200,158.08,42.2331,-71.3787
11648,NY,New York,14416,Bergen,86200,143000,165.89,43.0869,-77.9603
11649,OK,Oklahoma,74571,Talihina,32700,60400,184.71,34.7381,-94.9978
11650,GA,Georgia,30547,Homer,61600,179700,291.72,34.3563,-83.4974
11651,MI,Michigan,49254,Michigan Center,83100,123300,148.38,42.2271,-84.3161
11652,NY,New York,10916,Hamptonburgh,192700,336000,174.36,41.443,-74.2505
11653,NC,North Carolina,28747,Lake Toxaway,116200,243800,209.81,35.1451,-82.9191
11654,FL,Florida,32461,Panama City Beach,403700,906500,224.55,30.2835,-86.0305
11655,NH,New Hampshire,3581,Gorham,78800,130400,165.48,44.4048,-71.1548
11656,NY,New York,13783,Hancock,40500,102100,252.1,41.9914,-75.2647
11657,NY,New York,14772,Randolph,47300,76200,161.1,42.1631,-78.96
11658,AR,Arkansas,72937,Hackett,63100,111400,176.55,35.1945,-94.3983
11659,AZ,Arizona,85936,Saint Johns,56400,100200,177.66,34.501,-109.3796
11660,VA,Virginia,24149,Riner,83100,182700,219.86,37.0322,-80.4353
11661,FL,Florida,32180,Pierson,61000,173000,283.61,29.2226,-81.4353
11662,OH,Ohio,45167,Ripley,57200,73800,129.02,38.7551,-83.8227
11663,FL,Florida,32628,Trenton,29100,89000,305.84,29.6372,-83.2032
11664,TN,Tennessee,38230,Greenfield,37100,55400,149.33,36.1485,-88.7453
11665,NC,North Carolina,28349,Kenansville,60500,89900,148.6,35.0152,-77.8969
11666,OK,Oklahoma,73028,Crescent,48400,91100,188.22,35.942,-97.5969
11667,PA,Pennsylvania,18446,Nicholson,66900,134500,201.05,41.6412,-75.7641
11668,NC,North Carolina,28763,Otto,85300,161900,189.8,35.0515,-83.3854
11669,OH,Ohio,45302,Anna,92300,178600,193.5,40.4051,-84.2103
11670,NY,New York,13438,Remsen,59900,140300,234.22,43.3385,-75.1616
11671,WI,Wisconsin,54941,Green Lake,133600,206100,154.27,43.8444,-88.9685
11672,OK,Oklahoma,74764,Valliant,37500,75500,201.33,34.0091,-95.0686
11673,ME,Maine,4222,Durham,95300,257000,269.67,43.9684,-70.1846
11674,WI,Wisconsin,54170,Bovina,99800,175600,175.95,44.4972,-88.5562
11675,MO,Missouri,64720,Adrian,76400,129800,169.9,38.4125,-94.3683
11676,NC,North Carolina,28453,Magnolia,43600,74300,170.41,34.8957,-78.0432
11677,MI,Michigan,49012,Augusta,137200,171600,125.07,42.3563,-85.354
11678,PA,Pennsylvania,16875,Gregg,80700,207100,256.63,40.8578,-77.574
11679,GA,Georgia,31519,Broxton,60100,99900,166.22,31.6484,-82.905
11680,FL,Florida,32058,Lawtey,41200,104600,253.88,30.0472,-82.1055
11681,MI,Michigan,49076,Olivet,86900,121300,139.59,42.4459,-84.8973
11682,NJ,New Jersey,7737,Middletown,153400,338300,220.53,40.4177,-74.0623
11683,IN,Indiana,47164,Palmyra,89000,137800,154.83,38.4105,-86.0888
11684,MN,Minnesota,56514,Barnesville,64500,170800,264.81,46.6522,-96.4198
11685,TX,Texas,75144,Kerens,59600,85500,143.46,32.1275,-96.2298
11686,WI,Wisconsin,54174,Suring,87800,105200,119.82,45.0186,-88.3628
11687,OK,Oklahoma,74039,Kellyville,43000,94900,220.7,35.9171,-96.218
11688,PA,Pennsylvania,15672,New Stanton,81900,161100,196.7,40.2192,-79.6095
11689,NY,New York,12449,Lake Katrine,87400,195500,223.68,41.9918,-73.9924
11690,NY,New York,12525,Gardiner,132700,283300,213.49,41.6576,-74.1672
11691,OH,Ohio,45780,The Plains,94700,144700,152.8,39.3662,-82.1341
11692,MN,Minnesota,56055,Lake Crystal,99400,176900,177.97,44.1202,-94.2184
11693,OK,Oklahoma,74872,Stratford,48200,78100,162.03,34.7714,-96.9763
11694,MO,Missouri,64747,Garden City,107300,166100,154.8,38.5681,-94.1825
11695,PA,Pennsylvania,19555,Perry,93200,160000,171.67,40.4955,-75.9603
11696,FL,Florida,32087,Sanderson,44500,90000,202.25,30.2522,-82.2729
11697,OH,Ohio,43324,Huntsville,113300,200700,177.14,40.4413,-83.7927
11698,MN,Minnesota,55721,Cohasset,89100,203100,227.95,47.2691,-93.6392
11699,MO,Missouri,63048,Herculaneum,120300,173500,144.22,38.2625,-90.3896
11700,IN,Indiana,46787,South Whitley,75000,132300,176.4,41.0726,-85.6143
11701,TX,Texas,75453,Lone Oak,73100,99900,136.66,32.9916,-95.9434
11702,TX,Texas,75778,Murchison,74700,130500,174.7,32.3257,-95.7737
11703,NJ,New Jersey,7702,Shrewsbury,247700,536100,216.43,40.3282,-74.0589
11704,NJ,New Jersey,8829,High Bridge,160900,245500,152.58,40.6684,-74.8937
11705,PA,Pennsylvania,15541,Friedens,65200,126500,194.02,40.011,-78.9033
11706,OK,Oklahoma,74030,Drumright,25700,42200,164.2,35.9931,-96.5198
11707,CO,Colorado,80447,Grand Lake,184900,419000,226.61,40.2289,-105.8605
11708,CT,Connecticut,6751,Bethlehem,189800,282200,148.68,41.6387,-73.2091
11709,PA,Pennsylvania,17846,Greenwood,79800,148100,185.59,41.1261,-76.5208
11710,VA,Virginia,24421,Churchville,112500,198900,176.8,38.2346,-79.1791
11711,MN,Minnesota,55072,Sandstone,64900,143400,220.96,46.1325,-92.589
11712,OK,Oklahoma,74647,Newkirk,45100,78800,174.72,36.84,-97.0561
11713,CA,California,95004,Aromas,388500,673400,173.33,36.8769,-121.6324
11714,NY,New York,12117,Mayfield,64600,153200,237.15,43.1411,-74.2444
11715,CO,Colorado,80442,Fraser,193300,401600,207.76,39.945,-105.8172
11716,NY,New York,13131,Parish,58400,112900,193.32,43.4153,-76.1
11717,LA,Louisiana,70730,Ethel,83100,168300,202.53,30.8131,-91.11
11718,OR,Oregon,97022,Eagle Creek,174500,457200,262.01,45.3582,-122.3381
11719,PA,Pennsylvania,18660,Mountain Top,77200,135000,174.87,41.068,-76.0857
11720,TN,Tennessee,37362,Oldfort,41300,102400,247.94,35.2829,-85.2568
11721,IL,Illinois,60421,Elwood,137400,190400,138.57,41.426,-88.0864
11722,OR,Oregon,97064,Vernonia,110800,226700,204.6,45.8573,-123.1967
11723,NC,North Carolina,27581,Stem,102100,170100,166.6,36.1999,-78.7222
11724,NC,North Carolina,28135,Polkton,57900,79300,136.96,34.9823,-80.1538
11725,PA,Pennsylvania,15670,Salem,65500,127300,194.35,40.3987,-79.422
11726,IN,Indiana,47944,Fowler,64400,84900,131.83,40.6255,-87.309
11727,IL,Illinois,62640,Girard,40700,75600,185.75,39.3838,-89.8501
11728,VA,Virginia,22427,Rappahannock Academy,94100,181300,192.67,38.0137,-77.1802
11729,GA,Georgia,30511,Baldwin,68700,129600,188.65,34.4574,-83.476
11730,IL,Illinois,60151,Maple Park,173800,246900,142.06,41.9232,-88.5999
11731,IN,Indiana,46555,North Webster,88000,166600,189.32,41.3326,-85.7103
11732,IN,Indiana,47118,English,55900,94800,169.59,38.3258,-86.4429
11733,MO,Missouri,65740,Merriam Woods Village,68100,89900,132.01,36.7137,-93.1715
11734,NC,North Carolina,28032,Cramerton,83300,145400,174.55,35.2396,-81.0831
11735,CT,Connecticut,6231,Hebron,164400,259600,157.91,41.629,-72.3646
11736,MN,Minnesota,56097,Wells,62600,89300,142.65,43.7434,-93.7321
11737,AL,Alabama,35118,Sylvan Springs,76200,97000,127.3,33.5363,-87.051
11738,ME,Maine,4040,Harrison,87900,176800,201.14,44.1071,-70.6539
11739,OH,Ohio,44609,Beloit,74600,109100,146.25,40.8957,-80.9897
11740,WI,Wisconsin,53560,Mazomanie,151900,235700,155.17,43.1847,-89.7636
11741,MN,Minnesota,55043,Lakeland,153400,261300,170.34,44.9394,-92.7716
11742,VA,Virginia,20119,Catlett,176300,376900,213.78,38.637,-77.6383
11743,PA,Pennsylvania,18822,Hallstead,61900,103600,167.37,41.9598,-75.7826
11744,MI,Michigan,49274,Reading,74500,105300,141.34,41.8442,-84.7648
11745,NY,New York,13491,Winfield,58200,116800,200.69,42.8826,-75.1835
11746,NY,New York,13754,Sanford,48500,105400,217.32,42.0666,-75.4287
11747,TN,Tennessee,38449,Ardmore,57100,120500,211.03,35.0574,-86.8796
11748,TX,Texas,77050,Houston,60800,117900,193.91,29.9015,-95.2848
11749,MI,Michigan,49088,Scotts,135500,186700,137.79,42.1819,-85.4685
11750,IA,Iowa,50674,Sumner,64700,116200,179.6,42.8419,-92.1186
11751,NJ,New Jersey,8554,Roebling,85300,144300,169.17,40.1154,-74.7772
11752,PA,Pennsylvania,17509,Sadsbury,124100,217900,175.58,39.904,-76.0401
11753,TN,Tennessee,38075,Whiteville,45900,67600,147.28,35.3191,-89.1337
11754,LA,Louisiana,71222,Bernice,18900,70800,374.6,32.8221,-92.6579
11755,VA,Virginia,23603,Newport News,88500,158900,179.55,37.1989,-76.5821
11756,WI,Wisconsin,54771,Thorp,85100,109000,128.08,44.9573,-90.8029
11757,MN,Minnesota,56057,Le Center,111300,168600,151.48,44.3853,-93.7214
11758,KS,Kansas,67025,Cheney,92800,152500,164.33,37.6353,-97.7686
11759,TN,Tennessee,37051,Vanleer,52700,145000,275.14,36.2721,-87.3914
11760,HI,Hawaii,96725,Holualoa,247300,646500,261.42,19.6103,-155.9176
11761,MA,Massachusetts,2670,Dennis,153200,386600,252.35,41.6626,-70.1681
11762,MN,Minnesota,56466,Motley,75100,174000,231.69,46.2881,-94.5638
11763,WI,Wisconsin,54107,Bonduel,90700,132000,145.53,44.6992,-88.4543
11764,KS,Kansas,66615,Topeka,122500,183100,149.47,39.0446,-95.7906
11765,PA,Pennsylvania,18834,New Milford,69100,120200,173.95,41.8664,-75.7171
11766,TN,Tennessee,38326,Counce,79400,150800,189.92,35.0394,-88.2936
11767,IA,Iowa,50651,La Porte City,83300,141100,169.39,42.3416,-92.1862
11768,PA,Pennsylvania,17364,Jackson,111200,194400,174.82,39.9346,-76.8822
11769,TN,Tennessee,37342,Hillsboro,54500,134900,247.52,35.3699,-85.9724
11770,OH,Ohio,43532,Liberty Center,84200,143700,170.67,41.4514,-83.9859
11771,MN,Minnesota,56473,Pillager,51500,171800,333.59,46.3607,-94.4895
11772,CA,California,95570,Trinidad,143500,524500,365.51,41.0593,-124.1431
11773,MA,Massachusetts,1506,Brookfield,127900,246600,192.81,42.1991,-72.0989
11774,CA,California,95562,Rio Dell,84400,196200,232.46,40.4987,-124.1102
11775,NC,North Carolina,27503,Bahama,168000,275400,163.93,36.1566,-78.8903
11776,MI,Michigan,49111,Eau Claire,83400,135300,162.23,42.0151,-86.2972
11777,FL,Florida,32320,Apalachicola,77700,165000,212.36,29.7255,-85.0063
11778,NY,New York,13743,Candor,52600,118900,226.05,42.2063,-76.3322
11779,PA,Pennsylvania,16651,Woodward,33900,55700,164.31,40.8305,-78.3618
11780,IN,Indiana,47923,Brookston,75400,120700,160.08,40.6011,-86.8753
11781,MN,Minnesota,55055,Newport,117600,221800,188.61,44.8725,-92.9986
11782,MN,Minnesota,55375,Saint Bonifacius,146000,307800,210.82,44.9041,-93.749
11783,PA,Pennsylvania,18709,Luzerne,58400,77000,131.85,41.2843,-75.8935
11784,MD,Maryland,21661,Rock Hall,91500,189000,206.56,39.1344,-76.2305
11785,VA,Virginia,23696,Seaford,134800,275400,204.3,37.1885,-76.429
11786,NC,North Carolina,27229,Candor,50100,73100,145.91,35.2234,-79.7876
11787,FL,Florida,34756,Montverde,163100,376500,230.84,28.5972,-81.6794
11788,NJ,New Jersey,8802,Bethlehem,245000,345200,140.9,40.695,-75.0281
11789,WI,Wisconsin,54558,Saint Germain,134800,196100,145.47,45.9183,-89.4866
11790,PA,Pennsylvania,16668,Patton,55400,68900,124.37,40.623,-78.635
11791,OH,Ohio,43046,Millersport,113200,200700,177.3,39.8993,-82.5283
11792,WI,Wisconsin,53103,Vernon,161500,267400,165.57,42.8885,-88.2122
11793,MO,Missouri,65723,Pierce City,55800,97800,175.27,36.973,-94.0024
11794,UT,Utah,84647,Mount Pleasant,140800,227900,161.86,39.5232,-111.5039
11795,IA,Iowa,52175,West Union,58900,100700,170.97,42.9438,-91.8334
11796,NY,New York,14172,Wilson,77200,150900,195.47,43.2968,-78.8244
11797,NC,North Carolina,28905,Marble,80800,149200,184.65,35.1475,-83.9381
11798,CO,Colorado,80951,Colorado Springs,144700,284000,196.27,38.8881,-104.6556
11799,MN,Minnesota,56452,Hackensack,77500,214500,276.77,46.9884,-94.5033
11800,MA,Massachusetts,2668,Barnstable,229300,463300,202.05,41.7002,-70.372
11801,OH,Ohio,43910,Bloomingdale,79500,106800,134.34,40.3742,-80.8072
11802,PA,Pennsylvania,16373,Richland,43500,88900,204.37,41.2028,-79.747
11803,IN,Indiana,46792,Warren,67800,107600,158.7,40.6886,-85.4183
11804,OR,Oregon,97385,Sublimity,146900,334800,227.91,44.8425,-122.8007
11805,OK,Oklahoma,74653,Tonkawa,35200,56400,160.23,36.6806,-97.3063
11806,NJ,New Jersey,7423,Ho Ho Kus,398000,738900,185.65,41.0004,-74.1025
11807,NY,New York,14471,Richmond,95000,166300,175.05,42.7901,-77.5169
11808,VA,Virginia,24528,Brookneal,58700,81100,138.16,37.0827,-78.9227
11809,CA,California,90704,Avalon,278000,738000,265.47,33.332,-118.3437
11810,MA,Massachusetts,1225,Cheshire,113700,201700,177.4,42.5611,-73.158
11811,WI,Wisconsin,54406,Amherst,123400,183200,148.46,44.4231,-89.3035
11812,NY,New York,14738,Carroll,61400,87100,141.86,42.0528,-79.1318
11813,PA,Pennsylvania,15014,Brackenridge,46200,65000,140.69,40.6082,-79.7414
11814,OR,Oregon,97101,Amity,119800,269200,224.71,45.1157,-123.1744
11815,PA,Pennsylvania,16858,Morris,20400,75600,370.59,41.0001,-78.2357
11816,WI,Wisconsin,53521,Brooklyn,158800,257600,162.22,42.8423,-89.3818
11817,VA,Virginia,24236,Damascus,62800,104100,165.76,36.6403,-81.7776
11818,GA,Georgia,31831,Waverly Hall,103500,189900,183.48,32.6793,-84.7425
11819,WA,Washington,98039,Medina,853300,2808800,329.17,47.6269,-122.2314
11820,TN,Tennessee,38357,Michie,49700,85200,171.43,35.0603,-88.4405
11821,IN,Indiana,46157,Monrovia,115100,172100,149.52,39.5714,-86.4894
11822,NY,New York,13116,Minoa,75100,134200,178.7,43.0772,-76.0098
11823,AR,Arkansas,72662,Omaha,68400,143300,209.5,36.4612,-93.1888
11824,MA,Massachusetts,1984,Wenham,349000,625000,179.08,42.6017,-70.8786
11825,NJ,New Jersey,7857,Netcong,147700,262700,177.86,40.8985,-74.6985
11826,CO,Colorado,80440,Fairplay,146900,358900,244.32,39.2256,-105.9994
11827,VA,Virginia,22578,White Stone,188600,325200,172.43,37.6886,-76.3616
11828,GA,Georgia,30567,Pendergrass,89100,223100,250.39,34.1796,-83.6634
11829,MN,Minnesota,55802,Duluth,100900,310900,308.13,46.7685,-92.0865
11830,CA,California,93453,Simmler,173900,473400,272.23,35.3584,-120.2596
11831,PA,Pennsylvania,19505,Washington,125300,203600,162.49,40.3795,-75.6257
11832,OH,Ohio,44470,Southington,90100,131800,146.28,41.2983,-80.9485
11833,UT,Utah,84745,La Verkin,131000,256700,195.95,37.2316,-113.2446
11834,OR,Oregon,97148,Yamhill,143800,361800,251.6,45.335,-123.2036
11835,SC,South Carolina,29178,Whitmire,29900,24500,81.94,34.4955,-81.606
11836,IA,Iowa,51510,Carter Lake,72900,105700,144.99,41.2925,-95.9141
11837,NY,New York,11732,East Norwich,352400,685900,194.64,40.8472,-73.5349
11838,IN,Indiana,46371,Rolling Prairie,93200,191900,205.9,41.7229,-86.5841
11839,MI,Michigan,48096,Ray,171300,257100,150.09,42.754,-82.9163
11840,CA,California,93285,Wofford Heights,72900,168500,231.14,35.7246,-118.4559
11841,NJ,New Jersey,8836,Bridgewater,336600,538300,159.92,40.6,-74.5572
11842,AR,Arkansas,72946,Mountainburg,49900,92000,184.37,35.6464,-94.1497
11843,OR,Oregon,97396,Willamina,96800,194600,201.03,45.0826,-123.5047
11844,NJ,New Jersey,7721,Cliffwood,125600,270500,215.37,40.4353,-74.2358
11845,IN,Indiana,46797,Woodburn,101900,147800,145.04,41.1253,-84.8533
11846,IN,Indiana,47665,Owensville,77400,114000,147.29,38.2744,-87.7091
11847,CA,California,91906,Campo,159700,303200,189.86,32.6605,-116.4905
11848,HI,Hawaii,96755,Kapaau,150900,386300,256,20.2183,-155.799
11849,NY,New York,10987,Tuxedo,266700,506000,189.73,41.1925,-74.2159
11850,MI,Michigan,49332,Mecosta,72600,104900,144.49,43.6813,-85.228
11851,NY,New York,13080,Elbridge,70100,131600,187.73,43.0651,-76.4598
11852,IN,Indiana,46501,Argos,65900,108000,163.88,41.2308,-86.2506
11853,PA,Pennsylvania,15636,Penn,145100,282200,194.49,40.366,-79.6565
11854,PA,Pennsylvania,17028,East Hanover,133600,219500,164.3,40.3606,-76.6713
11855,CT,Connecticut,6018,Canaan,116700,207200,177.55,42.0248,-73.3232
11856,OH,Ohio,45850,Harrod,81100,119100,146.86,40.7177,-83.9436
11857,MI,Michigan,48063,Columbus,173700,218600,125.85,42.8892,-82.6675
11858,TX,Texas,75973,Center,54500,136300,250.09,31.7131,-93.9698
11859,TX,Texas,77650,Port Bolivar,142000,251600,177.18,29.4266,-94.6861
11860,NJ,New Jersey,8403,Longport,276100,791500,286.67,39.3194,-74.5356
11861,MD,Maryland,21561,Swanton,136800,300800,219.88,39.4764,-79.2402
11862,GA,Georgia,30055,Mansfield,105400,225900,214.33,33.4314,-83.7908
11863,WA,Washington,98392,Suquamish,118400,303900,256.67,47.7343,-122.5573
11864,KY,Kentucky,40056,Pewee Valley,125500,207300,165.18,38.3039,-85.4834
11865,VT,Vermont,5149,Ludlow,120100,232600,193.67,43.3929,-72.7002
11866,MN,Minnesota,55741,Gilbert,51200,111600,217.97,47.4885,-92.4025
11867,OK,Oklahoma,74435,Gore,44200,94500,213.8,35.5418,-95.1095
11868,OH,Ohio,43542,Monclova,164700,280400,170.25,41.5684,-83.7757
11869,OH,Ohio,44288,Windham,78700,87600,111.31,41.2392,-81.0535
11870,MI,Michigan,48722,Bridgeport,84900,91800,108.13,43.3553,-83.8549
11871,WI,Wisconsin,54126,Morrison,97500,198300,203.38,44.2937,-88.0275
11872,MN,Minnesota,56467,Nevis,67600,231000,341.72,46.9319,-94.846
11873,MO,Missouri,63382,Vandalia,57700,66300,114.9,39.2949,-91.4883
11874,NV,Nevada,89444,Wellington,141700,343000,242.06,38.8447,-119.3523
11875,NJ,New Jersey,8092,Stafford,136100,266600,195.89,39.6627,-74.2885
11876,VA,Virginia,24486,Weyers Cave,111200,205900,185.16,38.2931,-78.9235
11877,MI,Michigan,48145,La Salle,123600,156600,126.7,41.8585,-83.4715
11878,WI,Wisconsin,54949,Manawa,89800,123300,137.31,44.4701,-88.9164
11879,TX,Texas,78417,Corpus Christi,73500,116500,158.5,27.729,-97.4494
11880,NJ,New Jersey,7832,Knowlton,173200,270300,156.06,40.9388,-75.055
11881,NY,New York,12484,Marbletown,128700,291600,226.57,41.8616,-74.1697
11882,TX,Texas,75630,Avinger,72900,112100,153.77,32.8485,-94.5795
11883,CA,California,95627,Esparto,131800,350600,266.01,38.7061,-122.0152
11884,NH,New Hampshire,3048,Greenville,135100,253000,187.27,42.7482,-71.7619
11885,NY,New York,14821,Campbell,53600,100800,188.06,42.2386,-77.2066
11886,WI,Wisconsin,54562,Three Lakes,161700,234900,145.27,45.8046,-89.1328
11887,NY,New York,12809,Argyle,64500,166700,258.45,43.2381,-73.4641
11888,VA,Virginia,24137,Penhook,156400,291500,186.38,36.9201,-79.6645
11889,NC,North Carolina,27053,Mount Airy,50800,147600,290.55,36.4674,-80.3677
11890,OH,Ohio,45120,Felicity,61400,103100,167.92,38.8262,-84.0986
11891,IL,Illinois,62558,Pawnee,93000,114000,122.58,39.6086,-89.5678
11892,NV,Nevada,89040,Overton,128000,226400,176.88,36.5703,-114.4732
11893,WA,Washington,98240,Custer,154400,406000,262.95,48.9374,-122.6226
11894,NY,New York,12466,Port Ewen,91400,195900,214.33,41.8948,-73.9767
11895,PA,Pennsylvania,17026,Bethel,120900,189400,156.66,40.4524,-76.4267
11896,IN,Indiana,47520,Cannelton,63000,83900,133.17,37.9495,-86.7156
11897,CA,California,95231,French Camp,128900,360600,279.75,37.878,-121.2827
11898,OH,Ohio,45159,New Vienna,78500,133500,170.06,39.3321,-83.6882
11899,IN,Indiana,47161,New Salisbury,103700,154800,149.28,38.3399,-86.0887
11900,WA,Washington,98648,Stevenson,139300,327600,235.18,45.6882,-121.9093
11901,TX,Texas,77364,Point Blank,84500,148100,175.27,30.7593,-95.2295
11902,CA,California,93271,Three Rivers,140600,314400,223.61,36.4377,-118.8875
11903,OH,Ohio,43517,Edgerton,76800,101200,131.77,41.4425,-84.7349
11904,WI,Wisconsin,54872,Siren,102600,136200,132.75,45.7821,-92.3892
11905,OH,Ohio,43318,De Graff,76400,101800,133.25,40.3058,-83.9153
11906,IN,Indiana,46773,Monroeville,93800,143700,153.2,40.987,-84.8937
11907,MT,Montana,59011,Big Timber,121600,197600,162.5,45.8283,-109.9631
11908,WI,Wisconsin,53076,Richfield,187600,362900,193.44,43.2739,-88.2155
11909,IL,Illinois,62069,Mount Olive,33700,49600,147.18,39.0705,-89.7448
11910,TX,Texas,79501,Anson,54400,66200,121.69,32.7489,-99.8953
11911,PA,Pennsylvania,18051,Weisenberg,171800,312300,181.78,40.593,-75.6568
11912,NJ,New Jersey,7046,Mountain Lakes,469000,758700,161.77,40.8904,-74.4415
11913,MD,Maryland,20676,Port Republic,167000,342800,205.27,38.4952,-76.5349
11914,MN,Minnesota,55917,Blooming Prairie,91700,143600,156.6,43.8977,-93.0608
11915,ME,Maine,4254,Livermore Falls,50200,90200,179.68,44.4325,-70.1427
11916,IL,Illinois,62535,Forsyth,166100,219800,132.33,39.9248,-88.9691
11917,NY,New York,14062,Hanover,62600,87400,139.62,42.4482,-79.1607
11918,MI,Michigan,48436,Gaines,118100,176800,149.7,42.8813,-83.8855
11919,WI,Wisconsin,53058,Nashotah,242300,405400,167.31,43.1118,-88.4089
11920,ME,Maine,4097,North Yarmouth,159000,369700,232.52,43.838,-70.2001
11921,NY,New York,12529,Hillsdale,127100,300200,236.19,42.1868,-73.5483
11922,VA,Virginia,20158,Hamilton,266700,576200,216.05,39.1383,-77.6573
11923,IL,Illinois,62075,Nokomis,32000,49600,155,39.3036,-89.2853
11924,CO,Colorado,80535,Laporte,150400,357300,237.57,40.6347,-105.1488
11925,NY,New York,13787,Colesville,54500,116900,214.5,42.1823,-75.6545
11926,WV,West Virginia,26541,Maidsville,41200,134300,325.97,39.6884,-79.9801
11927,TN,Tennessee,37049,Cross Plains,92100,203800,221.28,36.5531,-86.6761
11928,WI,Wisconsin,53598,Windsor,148600,285000,191.79,43.2078,-89.3418
11929,WI,Wisconsin,54874,Poplar,94200,143500,152.34,46.5688,-91.9352
11930,IL,Illinois,60551,Sheridan,132200,184400,139.49,41.5164,-88.6706
11931,VA,Virginia,22213,Arlington,255700,807500,315.8,38.8954,-77.1633
11932,MI,Michigan,49715,Brimley,71200,111900,157.16,46.3891,-84.6981
11933,MA,Massachusetts,1235,Hinsdale,105900,205100,193.67,42.4298,-73.0724
11934,ME,Maine,4259,Monmouth,79600,197800,248.49,44.2208,-70.0263
11935,WI,Wisconsin,54015,Hammond,134500,226700,168.55,44.967,-92.4472
11936,TX,Texas,78659,Paige,75700,211700,279.66,30.1858,-97.1198
11937,CA,California,93235,Ivanhoe,71400,150500,210.78,36.3856,-119.2189
11938,PA,Pennsylvania,18346,Coolbaugh,72100,123200,170.87,41.1353,-75.4079
11939,MD,Maryland,21140,Riva,209000,473500,226.56,38.9504,-76.5854
11940,OH,Ohio,44234,Hiram,126300,198600,157.24,41.3323,-81.1464
11941,MA,Massachusetts,1518,Fiskdale,161400,320500,198.57,42.1228,-72.1178
11942,MN,Minnesota,56461,Laporte,60400,192100,318.05,47.2368,-94.7772
11943,IL,Illinois,61547,Mapleton,116000,166400,143.45,40.6117,-89.7184
11944,NY,New York,14081,Hanover,63500,111900,176.22,42.5739,-79.0596
11945,PA,Pennsylvania,16346,Cranberry,64200,103000,160.44,41.3744,-79.6759
11946,GA,Georgia,30124,Cave Spring,83900,151000,179.98,34.1167,-85.3379
11947,OK,Oklahoma,73438,Healdton,26000,41500,159.62,34.229,-97.4889
11948,TN,Tennessee,37806,Mascot,66400,135300,203.77,36.0844,-83.7411
11949,TX,Texas,76470,Ranger,55800,39900,71.51,32.4681,-98.6747
11950,OH,Ohio,43447,Millbury,87100,134000,153.85,41.5611,-83.4381
11951,PA,Pennsylvania,15312,Independence,61700,122600,198.7,40.2734,-80.4565
11952,TX,Texas,76640,Ross,72300,132600,183.4,31.6725,-97.1138
11953,TN,Tennessee,37035,Chapmansboro,83200,187600,225.48,36.3768,-87.1127
11954,TN,Tennessee,37338,Graysville,28100,93100,331.32,35.4484,-85.179
11955,NY,New York,13825,Otego,74800,146900,196.39,42.4133,-75.2079
11956,PA,Pennsylvania,15052,Industry,73800,126100,170.87,40.6671,-80.4151
11957,OH,Ohio,43522,Grand Rapids,104400,154300,147.8,41.4379,-83.8552
11958,OH,Ohio,43310,Belle Center,82100,137200,167.11,40.5024,-83.7688
11959,WI,Wisconsin,54013,Glenwood City,126900,169700,133.73,45.0623,-92.1816
11960,NC,North Carolina,28742,Horse Shoe,120400,273900,227.49,35.3432,-82.5565
11961,SC,South Carolina,29439,Folly Beach,290700,727400,250.22,32.663,-79.927
11962,IN,Indiana,47638,Wadesville,111700,182300,163.21,38.0828,-87.7543
11963,MO,Missouri,63341,Wentzville,236200,389100,164.73,38.6616,-90.8302
11964,AR,Arkansas,72858,Pottsville,59400,127500,214.65,35.2398,-93.0564
11965,TN,Tennessee,37144,Petersburg,46600,93900,201.5,35.2924,-86.6447
11966,NY,New York,13033,Ira,63400,106400,167.82,43.1794,-76.5648
11967,UT,Utah,84318,Hyde Park,165900,318800,192.16,41.8,-111.8123
11968,ME,Maine,4461,Milford,58900,131900,223.94,44.9393,-68.6296
11969,CA,California,93202,Armona,73700,158200,214.65,36.3095,-119.7053
11970,MO,Missouri,64658,Marceline,45500,53800,118.24,39.7125,-92.9455
11971,NY,New York,14125,Oakfield,66600,102900,154.5,43.0717,-78.2702
11972,WV,West Virginia,25315,Chesapeake,46400,66100,142.46,38.2351,-81.5536
11973,OH,Ohio,45369,South Vienna,97400,158900,163.14,39.9473,-83.6157
11974,TX,Texas,75446,Honey Grove,66000,80500,121.97,33.5985,-95.9109
11975,MO,Missouri,64061,Kingsville,118500,198700,167.68,38.8178,-94.0462
11976,OK,Oklahoma,74035,Hominy,26700,54900,205.62,36.4111,-96.3878
11977,NJ,New Jersey,8247,Stone Harbor,428900,1526000,355.79,39.0533,-74.762
11978,MD,Maryland,21034,Darlington,137900,266400,193.18,39.654,-76.2278
11979,PA,Pennsylvania,16254,Paint,46200,106200,229.87,41.2475,-79.4332
11980,IN,Indiana,46932,Galveston,79500,111700,140.5,40.5862,-86.1972
11981,NV,Nevada,89034,Mesquite,190500,343300,180.21,36.809,-114.0591
11982,IL,Illinois,61360,Seneca,110400,151400,137.14,41.3152,-88.61
11983,TX,Texas,76577,Thorndale,69200,135900,196.39,30.6082,-97.1764
11984,CA,California,96114,Janesville,143600,232900,162.19,40.2963,-120.5098
11985,CA,California,95536,Ferndale,127300,351700,276.28,40.5259,-124.2514
11986,VT,Vermont,5656,Johnson,95900,188500,196.56,44.642,-72.6712
