State Code,State,Zip Code,City, Beginning 2000 , End 2018 ,% Increase
TX,Texas,77087,Houston,63200,132600,209.81
CA,California,90621,Buena Park,197900,587300,296.77
PA,Pennsylvania,17325,Cumberland,121300,217600,179.39
MN,Minnesota,55347,Eden Prairie,224400,408600,182.09
NY,New York,11727,Coram,151100,319700,211.58
OK,Oklahoma,74501,McAlester,51800,89300,172.39
CO,Colorado,80923,Colorado Springs,156000,307400,197.05
KS,Kansas,66215,Lenexa,143400,244600,170.57
TN,Tennessee,37215,Nashville,290300,654100,225.32
ID,Idaho,83702,Boise,190200,456800,240.17
UT,Utah,84118,Kearns,126100,279400,221.57
WA,Washington,98404,Tacoma,110300,265600,240.8
NC,North Carolina,28401,Wilmington,78100,149500,191.42
OR,Oregon,97035,Lake Oswego,239500,571900,238.79
MD,Maryland,21601,Easton,153300,274400,179
MN,Minnesota,55811,Duluth,92300,210600,228.17
MI,Michigan,48192,Wyandotte,102000,117900,115.59
IL,Illinois,60133,Hanover Park,143700,210500,146.49
IL,Illinois,60099,Zion,120500,131700,109.29
TX,Texas,77049,Houston,101400,169200,166.86
IL,Illinois,60423,Frankfort,222600,317500,142.63
NJ,New Jersey,08050,Ocean Acres,140700,284300,202.06
TX,Texas,75110,Corsicana,63600,96600,151.89
TN,Tennessee,38024,Dyersburg,64800,84900,131.02
SC,South Carolina,29909,Okatie,238800,292900,122.65
FL,Florida,33701,Saint Petersburg,127500,436500,342.35
CA,California,91722,Covina,164200,507900,309.32
CA,California,92843,Garden Grove,187400,594700,317.34
IN,Indiana,46229,Indianapolis,96900,127800,131.89
VA,Virginia,23238,Henrico,158100,301400,190.64
IA,Iowa,52732,Clinton,65200,89000,136.5
SC,South Carolina,29801,Aiken,50600,89600,177.08
SC,South Carolina,29617,Greenville,84400,144900,171.68
TN,Tennessee,37849,Powell,100000,181000,181
PA,Pennsylvania,15210,Pittsburgh,38400,56000,145.83
FL,Florida,33703,Saint Petersburg,81900,245400,299.63
CA,California,95472,Sebastopol,353100,870700,246.59
GA,Georgia,31093,Warner Robins,61700,72500,117.5
FL,Florida,32789,Winter Park,169700,444200,261.76
MI,Michigan,48220,Ferndale,97900,174600,178.35
CA,California,94596,Walnut Creek,386300,1026100,265.62
CA,California,94559,Napa,201700,610700,302.78
FL,Florida,32129,Port Orange,90500,187000,206.63
FL,Florida,32779,Longwood,174600,342000,195.88
GA,Georgia,31322,Pooler,121300,191900,158.2
TX,Texas,78702,Austin,160800,426600,265.3
AZ,Arizona,85353,Phoenix,121200,220400,181.85
KS,Kansas,67037,Derby,121300,178600,147.24
MI,Michigan,49418,Grandville,141400,212500,150.28
FL,Florida,33304,Fort Lauderdale,122800,360300,293.4
TX,Texas,78239,Windcrest,90300,158800,175.86
TN,Tennessee,37388,Tullahoma,76500,133500,174.51
MI,Michigan,48328,Waterford,131500,157800,120
AL,Alabama,35173,Trussville,157000,235800,150.19
FL,Florida,33909,Cape Coral,57000,190800,334.74
WA,Washington,99337,Kennewick,106000,308000,290.57
VA,Virginia,22206,Arlington,155500,437400,281.29
VA,Virginia,22602,Winchester,123800,250100,202.02
FL,Florida,32778,Tavares,82100,193400,235.57
NE,Nebraska,68502,Lincoln,88800,150300,169.26
TX,Texas,76710,Waco,84900,160800,189.4
IN,Indiana,46239,Indianapolis,109700,168800,153.87
VA,Virginia,22405,Fredericksburg,132100,280000,211.96
CT,Connecticut,06705,Waterbury,83300,102500,123.05
WI,Wisconsin,53227,West Allis,112600,157900,140.23
AL,Alabama,36609,Mobile,89300,125100,140.09
IL,Illinois,61109,Rockford,80000,98700,123.38
IL,Illinois,60048,Libertyville,268200,417700,155.74
CA,California,93215,Delano,88800,213200,240.09
TX,Texas,76012,Arlington,134600,240700,178.83
FL,Florida,34476,Ocala,102400,171600,167.58
MI,Michigan,48150,Livonia,143200,176700,123.39
FL,Florida,33541,Zephyrhills,98300,178300,181.38
AR,Arkansas,72223,Little Rock,180400,331100,183.54
WI,Wisconsin,54911,Appleton,97400,147800,151.75
TX,Texas,77802,Bryan,107700,191400,177.72
VA,Virginia,20175,Leesburg,224300,497900,221.98
NY,New York,11735,Farmingdale,212000,443800,209.34
OH,Ohio,44136,Strongsville,174100,222800,127.97
MA,Massachusetts,02143,Somerville,218800,720200,329.16
PA,Pennsylvania,15205,Pittsburgh,74700,135600,181.53
FL,Florida,33019,Hollywood,131200,376300,286.81
CA,California,91321,Santa Clarita,193900,512700,264.41
CA,California,92663,Newport Beach,479900,1679100,349.89
NY,New York,11228,New York,280400,921100,328.5
FL,Florida,33579,Riverview,101200,228400,225.69
FL,Florida,33912,Fort Myers,161100,269000,166.98
GA,Georgia,31707,Albany,77600,96100,123.84
NE,Nebraska,68801,Grand Island,64100,130800,204.06
CA,California,90274,Palos Verdes Estates,723500,1778300,245.79
WA,Washington,98665,Vancouver,149900,329200,219.61
OR,Oregon,97212,Portland,212800,631600,296.8
MN,Minnesota,55417,Minneapolis,128500,282200,219.61
CA,California,93305,Bakersfield,69400,152100,219.16
MN,Minnesota,55126,Shoreview,161500,298800,185.02
CA,California,90302,Inglewood,139100,562900,404.67
IN,Indiana,46214,Indianapolis,99600,142700,143.27
MI,Michigan,48135,Garden City,110700,122600,110.75
IN,Indiana,46240,Indianapolis,156700,241100,153.86
NE,Nebraska,68137,Omaha,103000,175600,170.49
FL,Florida,33487,Boca Raton,173600,425100,244.87
CA,California,93704,Fresno,96200,241400,250.94
NY,New York,11510,Baldwin,203300,442100,217.46
CA,California,94132,San Francisco,382000,1332300,348.77
UT,Utah,84070,Sandy,148500,333800,224.78
CA,California,94597,Walnut Creek,320800,826700,257.7
WY,Wyoming,82901,Rock Springs,130300,222800,170.99
FL,Florida,33510,Brandon,88000,197400,224.32
PA,Pennsylvania,15216,Pittsburgh,68400,145100,212.13
CA,California,95032,Los Gatos,645600,1857400,287.7
OH,Ohio,43119,Columbus,123400,172200,139.55
CA,California,93035,Oxnard,240100,603800,251.48
VA,Virginia,22310,Franconia,182100,465800,255.79
NC,North Carolina,28461,Boiling Spring Lakes,119700,280800,234.59
OK,Oklahoma,74008,Bixby,120300,211000,175.39
MT,Montana,59602,Helena,155300,296300,190.79
SC,South Carolina,29316,Boiling Springs,110200,156000,141.56
NJ,New Jersey,08205,Galloway,119100,167400,140.55
RI,Rhode Island,02891,Westerly,149700,334100,223.18
CT,Connecticut,06604,Bridgeport,94400,159200,168.64
TX,Texas,78259,San Antonio,167800,286500,170.74
FL,Florida,33607,Tampa,58800,185500,315.48
CT,Connecticut,06118,East Hartford,107300,167300,155.92
MA,Massachusetts,01821,Billerica,212800,441700,207.57
OK,Oklahoma,74017,Claremore,71400,127300,178.29
TN,Tennessee,37379,Soddy-Daisy,93700,176100,187.94
CA,California,91791,West Covina,215100,626100,291.07
TX,Texas,75189,Royse City,146000,238200,163.15
AZ,Arizona,85340,Litchfield Park,170500,322500,189.15
CA,California,94598,Walnut Creek,387900,1019100,262.72
TX,Texas,78624,Fredericksburg,155400,307100,197.62
FL,Florida,32821,Williamsburg,104700,219700,209.84
CA,California,92555,Moreno Valley,173000,383700,221.79
WA,Washington,98271,Marysville,162900,353600,217.07
PA,Pennsylvania,19468,Limerick,142100,262100,184.45
MO,Missouri,64111,Kansas City,96900,219900,226.93
IN,Indiana,46750,Huntington,63800,96800,151.72
MN,Minnesota,55419,Minneapolis,167500,388700,232.06
CO,Colorado,80222,Denver,166600,445400,267.35
OR,Oregon,97005,Beaverton,140700,352500,250.53
FL,Florida,33755,Clearwater,81900,198600,242.49
MI,Michigan,49085,Saint Joseph,126200,191500,151.74
WA,Washington,98146,Burien,175900,466800,265.38
PA,Pennsylvania,17257,Southampton,106300,175700,165.29
ID,Idaho,83713,Boise,139400,280000,200.86
ME,Maine,04901,Waterville,70600,130000,184.14
IL,Illinois,61615,Peoria,128500,156000,121.4
TX,Texas,75089,Rowlett,150700,265000,175.85
VA,Virginia,23834,Colonial Heights,91700,169900,185.28
FL,Florida,33543,Wesley Chapel,124600,233000,187
NY,New York,11379,New York,248300,725000,291.99
NY,New York,14043,Depew,83000,145600,175.42
CA,California,94124,San Francisco,260800,945400,362.5
KY,Kentucky,40403,Berea,78400,144900,184.82
WV,West Virginia,25701,Huntington,61400,95700,155.86
CA,California,92614,Irvine,270900,740100,273.2
CA,California,90601,Whittier,196500,575300,292.77
CT,Connecticut,06776,New Milford,179700,271300,150.97
LA,Louisiana,70461,Slidell,119200,190100,159.48
IL,Illinois,60134,Geneva,237900,337100,141.7
PA,Pennsylvania,15044,Richland,143700,282200,196.38
FL,Florida,33056,Miami Gardens,81200,251900,310.22
TX,Texas,75218,Dallas,161400,374500,232.03
FL,Florida,33145,Miami,137700,407800,296.15
NH,New Hampshire,03801,Portsmouth,174500,447900,256.68
AK,Alaska,99654,Tanaina,158300,285300,180.23
MD,Maryland,20603,Waldorf,172900,326000,188.55
SC,South Carolina,29646,Greenwood,63400,85800,135.33
VA,Virginia,23703,Portsmouth,105200,199800,189.92
IA,Iowa,52804,Davenport,76100,119000,156.37
NE,Nebraska,68046,Papillion,124600,234600,188.28
CA,California,91763,Montclair,137100,429600,313.35
WV,West Virginia,25177,Saint Albans,70700,92200,130.41
CO,Colorado,80005,Arvada,205400,437800,213.15
OH,Ohio,43035,Columbus,190900,327000,171.29
OH,Ohio,44460,Salem,84700,108500,128.1
FL,Florida,33852,Lake Placid,67400,149800,222.26
AR,Arkansas,72015,Benton,68900,122300,177.5
MA,Massachusetts,02145,Somerville,172500,631100,365.86
WI,Wisconsin,53222,Milwaukee,93000,143000,153.76
NY,New York,11901,Riverhead,131700,377500,286.64
FL,Florida,34275,Nokomis,139000,338900,243.81
MI,Michigan,48335,Farmington Hills,242900,283500,116.71
NH,New Hampshire,03431,Keene,95900,177700,185.3
MI,Michigan,48076,Southfield,171000,203100,118.77
TX,Texas,78244,San Antonio,91600,157300,171.72
NC,North Carolina,28081,Kannapolis,80300,143800,179.08
WA,Washington,98373,Puyallup,159700,344700,215.84
GA,Georgia,31522,Saint Simons Island,139700,378600,271.01
MA,Massachusetts,01880,Wakefield,247500,534400,215.92
MO,Missouri,63028,Festus,110100,168600,153.13
MI,Michigan,48316,Shelby,189500,279700,147.6
VA,Virginia,22041,Falls Church,130600,319700,244.79
MI,Michigan,48161,Monroe,104300,126600,121.38
FL,Florida,32233,Atlantic Beach,92100,278900,302.82
FL,Florida,33455,Hobe Sound,151600,313500,206.79
OH,Ohio,45240,Forest Park,103900,136400,131.28
WA,Washington,98011,Bothell,234400,654500,279.22
MN,Minnesota,55448,Coon Rapids,133000,236200,177.59
CA,California,95219,Stockton,190300,394800,207.46
CA,California,90260,Lawndale,176800,593700,335.8
IA,Iowa,52405,Cedar Rapids,93700,135100,144.18
IL,Illinois,60061,Vernon Hills,213200,311500,146.11
TX,Texas,78757,Austin,205400,432600,210.61
MO,Missouri,63755,Jackson,88200,174400,197.73
MO,Missouri,64030,Grandview,82700,128700,155.62
UT,Utah,84115,South Salt Lake,122300,295400,241.54
FL,Florida,32401,Panama City,55900,123900,221.65
TX,Texas,76240,Gainesville,82100,125300,152.62
TN,Tennessee,37716,Clinton,84100,149300,177.53
FL,Florida,33408,North Palm Beach,133100,351100,263.79
FL,Florida,34691,Holiday,51000,111000,217.65
CA,California,93706,Fresno,54200,143100,264.02
TX,Texas,75224,Dallas,67500,179200,265.48
VA,Virginia,23236,Chesterfield,120500,229400,190.37
MD,Maryland,21842,Ocean City,120100,268600,223.65
UT,Utah,84037,Kaysville,198200,409700,206.71
MO,Missouri,64138,Raytown,84200,124000,147.27
OR,Oregon,97201,Portland,248800,506900,203.74
MD,Maryland,21015,Bel Air,160900,324500,201.68
MN,Minnesota,55449,Blaine,143400,324000,225.94
OH,Ohio,45244,Dry Run,168500,263300,156.26
IL,Illinois,62864,Mount Vernon,39000,57500,147.44
TN,Tennessee,38135,Bartlett,140600,188200,133.85
CA,California,91101,Pasadena,158700,587500,370.2
NE,Nebraska,68127,Omaha,104000,174600,167.88
TX,Texas,76123,Fort Worth,135100,198900,147.22
IN,Indiana,47203,Columbus,119900,178600,148.96
ME,Maine,04005,Biddeford,119500,263000,220.08
KS,Kansas,66604,Topeka,63900,90800,142.1
CA,California,91354,Santa Clarita,273700,589400,215.35
CA,California,93004,Ventura,247100,588800,238.28
MI,Michigan,48390,Commerce,165300,217000,131.28
IL,Illinois,61350,Ottawa,85000,117700,138.47
IL,Illinois,62650,Jacksonville,70600,88600,125.5
MN,Minnesota,55318,Chaska,162200,296400,182.74
CA,California,95117,San Jose,419100,1377100,328.59
FL,Florida,32963,Vero Beach,295200,601900,203.9
PA,Pennsylvania,19355,Malvern,249900,478400,191.44
FL,Florida,33496,Boca Raton,238600,344800,144.51
MO,Missouri,64152,Parkville,149200,254300,170.44
TX,Texas,76033,Cleburne,81200,154000,189.66
SC,South Carolina,29169,West Columbia,83100,130700,157.28
KY,Kentucky,40205,Louisville,134500,276600,205.65
AZ,Arizona,86401,Kingman,73400,149300,203.41
MI,Michigan,48433,Flushing,119200,143900,120.72
MN,Minnesota,55427,Golden Valley,142600,261200,183.17
TX,Texas,75201,Dallas,268600,736700,274.27
IL,Illinois,60077,Skokie,195600,278400,142.33
FL,Florida,33570,Ruskin,86300,205400,238.01
FL,Florida,32221,Jacksonville,100600,183500,182.41
CA,California,90712,Lakewood,197100,586500,297.56
WA,Washington,98101,Seattle,203200,620800,305.51
TX,Texas,75241,Dallas,62900,134800,214.31
CA,California,92782,Tustin,297700,767300,257.74
MO,Missouri,63640,Farmington,102000,150900,147.94
CA,California,92602,Irvine,333500,948200,284.32
TX,Texas,76712,Woodway,124300,224000,180.21
SC,South Carolina,29928,Hilton Head Island,298700,442500,148.14
NJ,New Jersey,08055,Medford,189800,340500,179.4
TX,Texas,75766,Jacksonville,60200,90000,149.5
TX,Texas,76708,Waco,66800,121100,181.29
NC,North Carolina,27028,Mocksville,93200,147400,158.15
MD,Maryland,21771,Mount Airy,198000,412000,208.08
MO,Missouri,65775,West Plains,85900,120900,140.75
MD,Maryland,20708,Laurel,163200,346500,212.32
CA,California,95818,Sacramento,184900,570000,308.27
AR,Arkansas,72019,Benton,98400,180300,183.23
NJ,New Jersey,08520,East Windsor,129900,267400,205.85
IL,Illinois,60510,Batavia,205800,298800,145.19
TN,Tennessee,37912,Knoxville,74600,133800,179.36
ID,Idaho,83714,Garden City,140700,295700,210.16
CA,California,92081,Vista,228100,568500,249.23
TX,Texas,78023,Helotes,192000,326600,170.1
OH,Ohio,43004,Blacklick,145400,215200,148.01
MS,Mississippi,39056,Clinton,95300,153900,161.49
IN,Indiana,47408,Bloomington,123200,234900,190.67
OK,Oklahoma,73119,Oklahoma City,32100,53100,165.42
CA,California,91006,Arcadia,333200,1083200,325.09
FL,Florida,34747,Citrus Ridge,157400,244000,155.02
MA,Massachusetts,01605,Worcester,118700,244200,205.73
MN,Minnesota,55429,Brooklyn Center,116000,205900,177.5
VA,Virginia,22802,Harrisonburg,91500,178900,195.52
GA,Georgia,31410,Wilmington Island,139800,269800,192.99
MN,Minnesota,55068,Rosemount,154600,278200,179.95
GA,Georgia,30345,Chamblee,250200,447500,178.86
CT,Connecticut,06514,Hamden,109900,177100,161.15
LA,Louisiana,70805,Baton Rouge,33400,26800,80.24
WA,Washington,98901,Yakima,85300,188500,220.98
WI,Wisconsin,54130,Kaukauna,101900,164800,161.73
CA,California,95492,Windsor,259900,646500,248.75
IN,Indiana,47591,Vincennes,66800,96100,143.86
FL,Florida,34974,Okeechobee,68600,141700,206.56
NV,Nevada,89142,Las Vegas,117900,226500,192.11
MI,Michigan,49707,Alpena,61700,85200,138.09
OR,Oregon,97003,Beaverton,147600,353200,239.3
NY,New York,11413,New York,186600,470300,252.04
MI,Michigan,48167,Northville,248900,337800,135.72
GA,Georgia,30224,Griffin,86700,135800,156.63
OH,Ohio,43054,New Albany,217900,366400,168.15
KY,Kentucky,40206,Louisville,98200,202400,206.11
WA,Washington,98221,Anacortes,197500,459700,232.76
FL,Florida,32701,Altamonte Springs,79300,176800,222.95
MI,Michigan,49036,Coldwater,67200,111500,165.92
LA,Louisiana,70131,New Orleans,105600,166100,157.29
FL,Florida,34982,Fort Pierce,66700,149000,223.39
IN,Indiana,46815,Fort Wayne,103300,137300,132.91
GA,Georgia,30533,Dahlonega,103100,206500,200.29
IL,Illinois,60185,West Chicago,167700,241600,144.07
TX,Texas,76001,Arlington,131300,233000,177.46
FL,Florida,33629,Tampa,184100,570700,309.99
WA,Washington,98405,Tacoma,110800,299900,270.67
MI,Michigan,48092,Warren,136700,159200,116.46
NY,New York,13088,Liverpool,71800,130100,181.2
TN,Tennessee,37303,Athens,64300,129100,200.78
WI,Wisconsin,53225,Milwaukee,88200,124400,141.04
AZ,Arizona,85119,Apache Junction,127900,244900,191.48
OH,Ohio,44483,Warren,70600,71100,100.71
GA,Georgia,31794,Tifton,74900,119300,159.28
MI,Michigan,49509,Wyoming,84700,138200,163.16
KY,Kentucky,40258,Louisville,89300,128300,143.67
NJ,New Jersey,08005,Barnegat,140700,248400,176.55
TN,Tennessee,38119,Memphis,143000,186900,130.7
IN,Indiana,46304,Chesterton,103500,204900,197.97
TX,Texas,76226,Lantana,246400,409900,166.36
MN,Minnesota,55902,Rochester,141700,298000,210.3
AZ,Arizona,85335,El Mirage,101100,200800,198.62
WA,Washington,98112,Seattle,422300,1217900,288.4
NJ,New Jersey,07631,Englewood,190100,390100,205.21
FL,Florida,33706,Saint Pete Beach,163800,461100,281.5
NC,North Carolina,28658,Newton,75300,124800,165.74
SC,South Carolina,29201,Columbia,75100,152200,202.66
NM,New Mexico,88005,Las Cruces,99200,168200,169.56
NJ,New Jersey,07501,Paterson,124900,211600,169.42
WA,Washington,98037,Lynnwood,198800,510000,256.54
CA,California,90605,Whittier,171900,517600,301.11
AL,Alabama,36109,Montgomery,88400,95300,107.81
PA,Pennsylvania,19142,Philadelphia,40800,66500,162.99
NJ,New Jersey,07013,Clifton,191100,365100,191.05
OR,Oregon,97601,Klamath Falls,73300,150300,205.05
VA,Virginia,22408,Fredericksburg,134200,267100,199.03
TN,Tennessee,37355,Manchester,73700,144200,195.66
KY,Kentucky,41051,Independence,127000,186400,146.77
CA,California,93105,Santa Barbara,467000,1178300,252.31
OH,Ohio,43085,Worthington,152000,274600,180.66
FL,Florida,32003,Fleming Island,155700,277000,177.91
CA,California,92653,Laguna Hills,300100,767000,255.58
WA,Washington,98040,Mercer Island,550300,1583000,287.66
FL,Florida,32832,Orlando,139600,322800,231.23
UT,Utah,84601,Provo,136300,285200,209.24
WA,Washington,98685,Vancouver,171000,386600,226.08
NC,North Carolina,28786,Waynesville,63700,139400,218.84
AZ,Arizona,85737,Oro Valley,176800,307700,174.04
TN,Tennessee,38583,Sparta,57700,112400,194.8
IL,Illinois,60655,Chicago,136600,238800,174.82
AZ,Arizona,85024,Phoenix,136000,288000,211.76
NM,New Mexico,88012,Las Cruces,98600,165800,168.15
NY,New York,11793,Wantagh,232500,493800,212.39
IL,Illinois,60018,Des Plaines,176700,249700,141.31
FL,Florida,32539,Crestview,79300,157600,198.74
VA,Virginia,22153,Springfield,218000,523300,240.05
GA,Georgia,30143,Jasper,118400,224600,189.7
PA,Pennsylvania,17901,Pottsville,46900,68200,145.42
VA,Virginia,20152,Chantilly,251400,549800,218.7
OH,Ohio,45356,Piqua,78800,90500,114.85
WI,Wisconsin,53593,Verona,178600,354100,198.26
IL,Illinois,61611,East Peoria,98400,120600,122.56
FL,Florida,32563,Gulf Breeze,118500,241100,203.46
IL,Illinois,60187,Wheaton,185600,311900,168.05
UT,Utah,84117,Holladay,199500,447400,224.26
AL,Alabama,35160,Talladega,60500,75400,124.63
MI,Michigan,48315,Shelby,238700,316500,132.59
IL,Illinois,60914,Bourbonnais,142000,182800,128.73
NY,New York,14227,Cheektowaga,84500,145500,172.19
CA,California,92284,Yucca Valley,69300,202300,291.92
GA,Georgia,30296,Riverdale,109000,123800,113.58
CA,California,91214,Glendale,289400,856800,296.06
MA,Massachusetts,01906,Saugus,203900,444300,217.9
WA,Washington,98531,Centralia,113300,215300,190.03
