State Code,State,Zip Code,City, Beginning 2000 , End 2018 ,% Increase
MD,Maryland,21774,New Market,185400,397700,214.51
OR,Oregon,97741,Madras,90900,181500,199.67
PA,Pennsylvania,19530,Kutztown,123500,210800,170.69
NY,New York,12188,Waterford,102500,219400,214.05
NY,New York,10924,Goshen,169500,309400,182.54
MO,Missouri,64113,Kansas City,195400,449200,229.89
NY,New York,11004,New York,271600,653600,240.65
OH,Ohio,45714,Belpre,71300,121000,169.71
CA,California,94552,Castro Valley,428400,1041100,243.02
RI,Rhode Island,02885,Warren,131500,282500,214.83
NH,New Hampshire,03275,Suncook,109200,239000,218.86
NY,New York,12953,Malone,44600,82400,184.75
NY,New York,11790,Stony Brook,240700,436800,181.47
TX,Texas,78945,La Grange,118400,190200,160.64
VA,Virginia,20124,Clifton,321600,686000,213.31
OH,Ohio,45015,Hamilton,77400,91600,118.35
WA,Washington,98823,Ephrata,66200,159900,241.54
MI,Michigan,48160,Milan,135100,187200,138.56
MA,Massachusetts,01562,Spencer,129500,244800,189.03
MO,Missouri,64601,Chillicothe,59600,104800,175.84
TX,Texas,78257,San Antonio,419100,607700,145
WA,Washington,98250,Friday Harbor,247700,608100,245.5
IN,Indiana,46163,New Palestine,141500,238000,168.2
OH,Ohio,43440,Marblehead,114900,196400,170.93
KS,Kansas,66701,Fort Scott,57200,75900,132.69
PA,Pennsylvania,19078,Ridley Park,109600,178800,163.14
TX,Texas,76054,Hurst,143700,290000,201.81
LA,Louisiana,70665,Sulphur,51900,168700,325.05
TX,Texas,78003,Bandera,131400,251400,191.32
NY,New York,12589,Shawangunk,127900,241700,188.98
NC,North Carolina,28170,Wadesboro,50600,61900,122.33
WV,West Virginia,25419,Falling Waters,107300,202800,189
PA,Pennsylvania,19030,Fairless Hills,127100,255500,201.02
IN,Indiana,46055,McCordsville,142000,242900,171.06
MI,Michigan,49127,Lincoln,129500,198100,152.97
PA,Pennsylvania,16137,Coolspring,77200,136500,176.81
NY,New York,11767,Nesconset,229400,423400,184.57
CT,Connecticut,06098,Winsted,116800,161900,138.61
NJ,New Jersey,07444,Pequannock,238400,448300,188.05
TN,Tennessee,38320,Camden,53100,90300,170.06
IN,Indiana,47586,Tell City,70200,109700,156.27
CA,California,92582,San Jacinto,156200,307900,197.12
CO,Colorado,80603,Lochbuie,152700,346300,226.78
OH,Ohio,45434,Beavercreek,140000,227600,162.57
PA,Pennsylvania,19118,Philadelphia,221100,558300,252.51
CA,California,93210,Coalinga,85800,173400,202.1
TX,Texas,75551,Atlanta,64900,106000,163.33
CA,California,91024,Sierra Madre,356000,1029700,289.24
WI,Wisconsin,53558,Mc Farland,157300,279600,177.75
OH,Ohio,44056,Macedonia,155200,217500,140.14
TX,Texas,77563,Hitchcock,80700,153700,190.46
MT,Montana,59044,Laurel,134000,227600,169.85
AL,Alabama,35004,Moody,112300,162300,144.52
FL,Florida,32148,Interlachen,52200,75000,143.68
IN,Indiana,46040,Fishers,130100,197800,152.04
NV,Nevada,89029,Laughlin,108000,148200,137.22
IL,Illinois,62960,Metropolis,37400,64700,172.99
KS,Kansas,67235,Wichita,156900,243200,155
NC,North Carolina,28904,Hayesville,87600,172200,196.58
MD,Maryland,21054,Gambrills,172400,401400,232.83
IL,Illinois,60482,Worth,132300,167100,126.3
OK,Oklahoma,74432,Eufaula,51800,98000,189.19
PA,Pennsylvania,19055,Levittown,106000,213800,201.7
IL,Illinois,62095,Wood River,62200,72900,117.2
NC,North Carolina,27523,Apex,205500,394900,192.17
MA,Massachusetts,01030,Agawam,136600,248100,181.63
TX,Texas,76354,Burkburnett,56200,94900,168.86
CA,California,95130,San Jose,432700,1514400,349.99
NJ,New Jersey,08805,Bound Brook,155100,278400,179.5
PA,Pennsylvania,16635,Allegheny,88800,159100,179.17
TX,Texas,78204,San Antonio,55700,130900,235.01
CA,California,91914,Chula Vista,292100,691800,236.84
WV,West Virginia,25071,Elkview,76200,114600,150.39
IL,Illinois,60152,Marengo,160000,191300,119.56
OK,Oklahoma,73025,Edmond,170000,334200,196.59
PA,Pennsylvania,18657,Tunkhannock,83900,153300,182.72
GA,Georgia,30529,Commerce,72900,145200,199.18
CA,California,95425,Cloverdale,231800,539800,232.87
NY,New York,12414,Catskill,69100,163600,236.76
VA,Virginia,23662,Poquoson,154400,309500,200.45
OK,Oklahoma,74128,Tulsa,62000,80200,129.35
CO,Colorado,80487,Steamboat Springs,267700,585700,218.79
NC,North Carolina,28470,Shallotte,100200,198900,198.5
FL,Florida,32439,Freeport,89600,226600,252.9
AL,Alabama,35960,Centre,69600,113200,162.64
FL,Florida,33513,Bushnell,59300,134000,225.97
TX,Texas,78416,Corpus Christi,51200,71400,139.45
MO,Missouri,63124,Ladue,523200,829200,158.49
NC,North Carolina,28364,Maxton,43800,58800,134.25
MT,Montana,59870,Stevensville,122100,222000,181.82
WA,Washington,98930,Grandview,83100,200700,241.52
NC,North Carolina,27244,Elon,127200,164800,129.56
NC,North Carolina,28384,Saint Pauls,42600,75500,177.23
CA,California,94158,San Francisco,452800,1283100,283.37
PA,Pennsylvania,15963,Windber,43900,78700,179.27
IL,Illinois,61264,Milan,81500,126800,155.58
PA,Pennsylvania,18014,Moore,121900,236400,193.93
IL,Illinois,61354,Peru,77800,103100,132.52
TX,Texas,78362,Ingleside,79200,156100,197.1
CA,California,93505,California City,62900,155700,247.54
PA,Pennsylvania,17222,Greene,100700,172600,171.4
FL,Florida,32693,Trenton,49200,129200,262.6
NH,New Hampshire,03874,Seabrook,184300,379000,205.64
WA,Washington,98550,Hoquiam,84800,125400,147.88
IL,Illinois,60548,Sandwich,140800,193600,137.5
SC,South Carolina,29401,Charleston,363500,935900,257.47
NJ,New Jersey,08048,Lumberton,168100,291400,173.35
FL,Florida,33853,Lake Wales,54800,115800,211.31
NC,North Carolina,28204,Charlotte,164900,370600,224.74
TX,Texas,78578,Port Isabel,81000,143400,177.04
MA,Massachusetts,01062,Northampton,140400,303800,216.38
NE,Nebraska,68138,Omaha,91900,168500,183.35
IN,Indiana,47460,Spencer,86000,127500,148.26
LA,Louisiana,70047,Destrehan,134400,224000,166.67
TX,Texas,75758,Chandler,100500,180300,179.4
MA,Massachusetts,01507,Charlton,153200,309700,202.15
FL,Florida,34475,Ocala,52000,87200,167.69
CA,California,93449,Pismo Beach,290200,855600,294.83
PA,Pennsylvania,18353,Ross,91900,192000,208.92
NC,North Carolina,27040,Winston-Salem,120600,173400,143.78
MI,Michigan,48383,White Lake,171600,275900,160.78
FL,Florida,34461,Lecanto,103900,188300,181.23
MI,Michigan,49740,Harbor Springs,156600,202900,129.57
PA,Pennsylvania,18080,Washington,106200,197900,186.35
PA,Pennsylvania,16511,Erie,76400,111300,145.68
FL,Florida,32776,Sorrento,117800,252600,214.43
MI,Michigan,49738,Grayling,56700,88900,156.79
OK,Oklahoma,74948,Muldrow,52900,90500,171.08
MD,Maryland,20678,Prince Frederick,154000,313100,203.31
PA,Pennsylvania,18447,Olyphant,70700,129600,183.31
GA,Georgia,30054,Oxford,124500,193600,155.5
IN,Indiana,47006,Batesville,109400,178400,163.07
CA,California,93108,Montecito,1018000,3013700,296.04
NJ,New Jersey,08010,Edgewater Park,111900,167000,149.24
IL,Illinois,60633,Chicago,91500,110600,120.87
WA,Washington,98848,Quincy,97300,213600,219.53
NJ,New Jersey,07843,Hopatcong,132400,224700,169.71
OH,Ohio,45152,Morrow,125800,214500,170.51
FL,Florida,32095,Saint Augustine,210800,339000,160.82
TX,Texas,75249,Dallas,99700,189400,189.97
OR,Oregon,97361,Monmouth,135700,287100,211.57
NJ,New Jersey,07660,Ridgefield Park,178000,345600,194.16
PA,Pennsylvania,17241,Penn,93100,184200,197.85
MI,Michigan,49333,Middleville,121600,207400,170.56
MI,Michigan,49412,Fremont,72800,123300,169.37
OK,Oklahoma,73116,Oklahoma City,110300,216100,195.92
PA,Pennsylvania,15022,Fallowfield,49500,66300,133.94
OH,Ohio,45106,Bethel,84000,132600,157.86
OK,Oklahoma,74873,Tecumseh,45700,80000,175.05
LA,Louisiana,71241,Farmerville,20700,130900,632.37
FL,Florida,34987,Port Saint Lucie,129400,276100,213.37
OH,Ohio,43023,Granville,179500,323200,180.06
TX,Texas,75654,Henderson,70400,137700,195.6
IA,Iowa,50677,Waverly,88500,170300,192.43
NC,North Carolina,28713,Bryson City,84100,147400,175.27
MA,Massachusetts,02053,Medway,243900,432200,177.2
VA,Virginia,22308,Fort Hunt,268800,670600,249.48
MO,Missouri,65584,Saint Robert,138200,167700,121.35
NJ,New Jersey,08031,Bellmawr,92300,152700,165.44
IN,Indiana,46394,Whiting,77700,130600,168.08
MN,Minnesota,56649,International Falls,50700,90000,177.51
TX,Texas,75462,Paris,101500,156800,154.48
NY,New York,14411,Albion,65000,96200,148
TX,Texas,79331,Lamesa,58000,78400,135.17
TN,Tennessee,37062,Fairview,119100,261900,219.9
TX,Texas,75233,Dallas,96100,223700,232.78
PA,Pennsylvania,19526,Hamburg,100400,170500,169.82
CA,California,93908,Salinas,408900,808700,197.77
PA,Pennsylvania,17756,Muncy Creek,82000,158600,193.41
OH,Ohio,44615,Carrollton,58600,102100,174.23
WI,Wisconsin,53235,Saint Francis,97200,155300,159.77
NY,New York,10280,New York,263900,855100,324.02
PA,Pennsylvania,15129,South Park,104900,183300,174.74
OK,Oklahoma,73045,Harrah,80200,145500,181.42
CA,California,94708,Berkeley,495100,1316400,265.89
PA,Pennsylvania,18840,Sayre,77700,128200,164.99
IA,Iowa,50112,Grinnell,85700,149900,174.91
MO,Missouri,64501,Saint Joseph,47900,68600,143.22
TX,Texas,77078,Houston,56500,102400,181.24
LA,Louisiana,70529,Duson,82400,141000,171.12
MA,Massachusetts,02356,Easton,236200,479800,203.13
NJ,New Jersey,07836,Mt Olive,245900,374200,152.18
CA,California,93730,Fresno,172300,444500,257.98
FL,Florida,33982,Punta Gorda,73500,217900,296.46
VA,Virginia,24477,Stuarts Draft,120400,204700,170.02
NC,North Carolina,28360,Lumberton,60100,92600,154.08
CT,Connecticut,06478,Oxford,223800,351400,157.02
PA,Pennsylvania,19004,Lower Merion,242000,514200,212.48
CA,California,93644,Oakhurst,136100,291100,213.89
VA,Virginia,22307,Belle Haven,220900,585600,265.1
NY,New York,13148,Seneca Falls,64300,108300,168.43
NY,New York,10980,Stony Point,233700,361200,154.56
NJ,New Jersey,07022,Fairview,189400,441900,233.32
NC,North Carolina,27214,Browns Summit,107600,165900,154.18
KS,Kansas,66611,Topeka,58500,77200,131.97
SC,South Carolina,29161,Timmonsville,60200,75400,125.25
NJ,New Jersey,08318,Pittsgrove,109500,178300,162.83
KY,Kentucky,40242,Louisville,132800,218700,164.68
ID,Idaho,83644,Middleton,139600,258300,185.03
NJ,New Jersey,08863,Woodbridge,147900,290700,196.55
MA,Massachusetts,02111,Boston,384700,965400,250.95
MN,Minnesota,56071,New Prague,126200,245400,194.45
NJ,New Jersey,08004,Waterford,108900,183000,168.04
AL,Alabama,35223,Mountain Brook,289400,531200,183.55
AL,Alabama,36613,Eight Mile,69100,97700,141.39
MO,Missouri,63117,Richmond Heights,134700,264400,196.29
CA,California,95073,Soquel,428200,936900,218.8
NY,New York,11742,Holtsville,168700,359800,213.28
NC,North Carolina,28333,Dudley,63500,70500,111.02
FL,Florida,32814,Orlando,197300,476200,241.36
AZ,Arizona,85305,Glendale,140000,257800,184.14
MA,Massachusetts,02563,Sandwich,175500,385100,219.43
NC,North Carolina,27025,Madison,61800,93000,150.49
IA,Iowa,50588,Storm Lake,65900,122800,186.34
CO,Colorado,81403,Montrose,129100,369100,285.9
IL,Illinois,61523,Chillicothe,82300,116900,142.04
KS,Kansas,66224,Leawood,320800,499600,155.74
OR,Oregon,97023,Estacada,163400,394100,241.19
ID,Idaho,83350,Rupert,68000,157200,231.18
MO,Missouri,64106,Kansas City,87600,204500,233.45
MD,Maryland,20781,Hyattsville,116700,341600,292.72
IL,Illinois,61548,Metamora,135300,191400,141.46
NV,Nevada,89508,Cold Springs,151400,310800,205.28
NY,New York,14625,Penfield,125700,189200,150.52
MO,Missouri,65809,Springfield,193300,286500,148.22
PA,Pennsylvania,16354,Titusville,45300,66700,147.24
OH,Ohio,45806,Fort Shawnee,87500,126600,144.69
NC,North Carolina,28723,Cullowhee,111600,200800,179.93
IL,Illinois,60523,Oak Brook,472400,698800,147.93
OK,Oklahoma,74023,Cushing,47200,81700,173.09
VA,Virginia,20166,Sterling,173400,400500,230.97
IL,Illinois,62010,Bethalto,84100,120400,143.16
NJ,New Jersey,08512,Cranbury,244100,461100,188.9
ME,Maine,03909,York,180500,411600,228.03
FL,Florida,33972,Lehigh Acres,67000,190000,283.58
KY,Kentucky,42345,Greenville,56200,97000,172.6
CA,California,93212,Corcoran,71000,144200,203.1
NM,New Mexico,87020,Grants,103500,101400,97.97
TX,Texas,76230,Bowie,70100,112000,159.77
NY,New York,12586,Walden,123500,224200,181.54
OH,Ohio,44471,Struthers,56900,60800,106.85
CO,Colorado,80621,Fort Lupton,126900,298100,234.91
SC,South Carolina,29829,Graniteville,62700,120700,192.5
CA,California,95320,Escalon,170900,393100,230.02
NV,Nevada,89441,Sparks,191600,424700,221.66
NC,North Carolina,27601,Raleigh,98100,309800,315.8
IL,Illinois,62918,Carterville,68700,112900,164.34
CO,Colorado,81505,Grand Junction,111000,287200,258.74
NJ,New Jersey,07062,Plainfield,126500,253200,200.16
TX,Texas,78336,Aransas Pass,75600,154700,204.63
CA,California,92252,Joshua Tree,51600,188100,364.53
NJ,New Jersey,08402,Margate City,179300,470800,262.58
ME,Maine,04412,Brewer,90200,161700,179.27
GA,Georgia,30268,Palmetto,100200,153800,153.49
MD,Maryland,20882,Damascus,267900,545300,203.55
VA,Virginia,22827,Elkton,78900,162400,205.83
FL,Florida,32908,Palm Bay,73800,184900,250.54
MO,Missouri,64075,Oak Grove,94300,145200,153.98
MI,Michigan,49103,Oronoko,97300,147700,151.8
FL,Florida,33540,Zephyrhills,75500,159000,210.6
FL,Florida,34217,Holmes Beach,187400,583300,311.26
IL,Illinois,60558,Western Springs,326700,515800,157.88
WA,Washington,98019,Duvall,265100,601000,226.71
OH,Ohio,44044,Grafton,121700,160600,131.96
NV,Nevada,89109,Las Vegas,163400,337500,206.55
PA,Pennsylvania,19540,Mohnton,129500,235400,181.78
FL,Florida,33330,Cooper City,246800,614700,249.07
AL,Alabama,35043,Chelsea,158700,242600,152.87
FL,Florida,32643,High Springs,63900,177700,278.09
AL,Alabama,35906,Rainbow City,77900,152300,195.51
OH,Ohio,44090,Wellington,114100,161600,141.63
IL,Illinois,60176,Schiller Park,156300,207300,132.63
OK,Oklahoma,74868,Seminole,36000,59400,165
NJ,New Jersey,07932,Florham Park,342400,658200,192.23
NJ,New Jersey,08051,Mantua,105100,163000,155.09
FL,Florida,34428,Crystal River,74700,159200,213.12
MA,Massachusetts,01082,Ware,103600,190500,183.88
WA,Washington,98148,Burien,165600,408300,246.56
NY,New York,10528,Harrison,629400,1159600,184.24
WI,Wisconsin,53963,Waupun,90400,125700,139.05
AL,Alabama,36064,Pike Road,166000,257700,155.24
IL,Illinois,60410,Channahon,158600,235500,148.49
WA,Washington,98346,Kingston,183200,441500,240.99
MA,Massachusetts,01463,Pepperell,201400,349100,173.34
MI,Michigan,48895,Williamston,146800,209400,142.64
CT,Connecticut,06608,Bridgeport,60100,109800,182.7
TN,Tennessee,38060,Oakland,128500,204500,159.14
NY,New York,11436,New York,158400,440700,278.22
MA,Massachusetts,01879,Tyngsboro,207000,394900,190.77
NY,New York,11416,New York,175500,530700,302.39
NC,North Carolina,28778,Swannanoa,87600,225900,257.88
IL,Illinois,61462,Monmouth,55400,65300,117.87
NY,New York,12211,Colonie,151900,302900,199.41
NY,New York,11764,Miller Place,207500,404800,195.08
PA,Pennsylvania,17102,Harrisburg,60400,118900,196.85
MT,Montana,59711,Anaconda,109400,124200,113.53
MA,Massachusetts,01754,Maynard,199600,387000,193.89
WI,Wisconsin,54971,Ripon,92900,129800,139.72
LA,Louisiana,70445,Lacombe,92300,119500,129.47
IL,Illinois,61607,Bartonville,79700,112400,141.03
MD,Maryland,20872,Damascus,177600,376400,211.94
MD,Maryland,21047,Fallston,204700,389000,190.03
FL,Florida,34240,Sarasota,197900,428400,216.47
OH,Ohio,44408,Columbiana,103000,146200,141.94
CA,California,95368,Salida,138800,333100,239.99
MA,Massachusetts,01462,Lunenburg,158100,307000,194.18
CA,California,95006,Boulder Creek,275400,591800,214.89
GA,Georgia,30531,Cornelia,83000,133900,161.33
IL,Illinois,61301,La Salle,63400,71500,112.78
OR,Oregon,97089,Damascus,205700,484300,235.44
CO,Colorado,80549,Wellington,144700,330200,228.2
MD,Maryland,21788,Thurmont,133200,251300,188.66
AL,Alabama,35634,Florence,77100,153600,199.22
OH,Ohio,44432,Lisbon,59300,87700,147.89
VA,Virginia,23510,Norfolk,124200,241700,194.61
IL,Illinois,60554,Sugar Grove,223900,282700,126.26
AZ,Arizona,85003,Phoenix,161100,414200,257.11
KS,Kansas,66226,Shawnee,178700,297000,166.2
FL,Florida,34429,Crystal River,78800,152300,193.27
GA,Georgia,39819,Bainbridge,80700,124300,154.03
TX,Texas,77068,Houston,146200,219300,150
MA,Massachusetts,02113,Boston,212100,583100,274.92
TN,Tennessee,37381,Spring City,54100,120800,223.29
KS,Kansas,67219,Park City,61300,87700,143.07
CO,Colorado,81006,Pueblo,113600,221300,194.81
FL,Florida,34604,Spring Hill,74400,190200,255.65
OH,Ohio,43103,Ashville,116100,182300,157.02
NH,New Hampshire,03570,Berlin,46100,75300,163.34
NJ,New Jersey,08079,Salem,74800,84400,112.83
AR,Arkansas,72560,Mountain View,51100,133400,261.06
PA,Pennsylvania,19475,East Vincent,157300,289200,183.85
NC,North Carolina,28425,Burgaw,80600,150700,186.97
ID,Idaho,83669,Star,174300,329000,188.76
PA,Pennsylvania,17702,South Williamsport,74200,134500,181.27
CA,California,93465,Templeton,252600,645100,255.38
PA,Pennsylvania,18071,Palmerton,69600,170700,245.26
IL,Illinois,60712,Lincolnwood,266600,376800,141.34
CA,California,92325,Crestline,98000,231800,236.53
WA,Washington,98948,Toppenish,80900,142400,176.02
FL,Florida,32640,Hawthorne,61900,118100,190.79
NY,New York,13357,Ilion,54000,89500,165.74
PA,Pennsylvania,17113,Steelton,69400,100000,144.09
NC,North Carolina,28457,Rocky Point,94000,198500,211.17
TX,Texas,78756,Austin,258800,501900,193.93
TN,Tennessee,38462,Hohenwald,54100,92900,171.72
MI,Michigan,48360,Orion,196900,271900,138.09
AR,Arkansas,72616,Berryville,67900,122600,180.56
NJ,New Jersey,07604,Hasbrouck Heights,211600,424000,200.38
TX,Texas,79756,Monahans,52100,107200,205.76
WA,Washington,98077,Woodinville,400500,866000,216.23
MA,Massachusetts,02769,Rehoboth,177900,416700,234.23
CA,California,90701,Artesia,189200,578100,305.55
AK,Alaska,99623,Knik-Fairview,154100,251900,163.47
RI,Rhode Island,02921,Cranston,184600,361800,195.99
FL,Florida,33170,Goulds,101400,287800,283.83
IN,Indiana,47119,Floyds Knobs,148400,240500,162.06
UT,Utah,84087,Woods Cross,161700,337700,208.84
MD,Maryland,20695,White Plains,173900,342900,197.18
NJ,New Jersey,07734,Keansburg,101700,182500,179.45
SC,South Carolina,29702,Blacksburg,35800,55500,155.03
NY,New York,14870,Erwin,77900,132900,170.6
TX,Texas,78163,Bulverde,208500,402400,193
PA,Pennsylvania,17003,Annville,126800,189100,149.13
CA,California,95334,Livingston,93700,243600,259.98
NY,New York,11576,Roslyn,558800,1125700,201.45
MO,Missouri,64124,Kansas City,41200,60600,147.09
CA,California,93109,Santa Barbara,488500,1369100,280.27
NJ,New Jersey,07974,New Providence,324100,614600,189.63
AZ,Arizona,85054,Phoenix,191100,387200,202.62
IN,Indiana,46184,New Whiteland,94600,143200,151.37
NJ,New Jersey,07009,Cedar Grove,239600,496400,207.18
GA,Georgia,30525,Clayton,87300,164500,188.43
TN,Tennessee,38068,Somerville,73500,155600,211.7
CA,California,92067,Rancho Santa Fe,1553600,2766000,178.04
NJ,New Jersey,08628,Ewing,145100,227500,156.79
PA,Pennsylvania,15037,Elizabeth,76200,125800,165.09
MO,Missouri,63044,Bridgeton,114500,180500,157.64
TX,Texas,79901,El Paso,44800,66700,148.88
NV,Nevada,89703,Carson City,188700,439900,233.12
AL,Alabama,35660,Sheffield,38600,66300,171.76
CA,California,95304,Tracy,312500,651900,208.61
IA,Iowa,51360,Spirit Lake,87100,235400,270.26
NM,New Mexico,87004,Bernalillo,141500,237000,167.49
CA,California,92313,Grand Terrace,133600,369100,276.27
IA,Iowa,50327,Pleasant Hill,108600,214600,197.61
OR,Oregon,97479,Sutherlin,101800,198700,195.19
NJ,New Jersey,08620,Hamilton,142700,264600,185.42
NJ,New Jersey,08201,Absecon,114000,159500,139.91
FL,Florida,33868,Polk City,59000,170400,288.81
SD,South Dakota,57005,Brandon,106200,237100,223.26
OR,Oregon,97403,Eugene,168500,405600,240.71
NJ,New Jersey,07885,Wharton,161700,282300,174.58
LA,Louisiana,70548,Kaplan,56700,53800,94.89
PA,Pennsylvania,19086,Nether Providence,169800,330000,194.35
OH,Ohio,44062,Middlefield,109900,163900,149.14
NY,New York,14586,Henrietta,118800,180500,151.94
MI,Michigan,49097,Vicksburg,115300,160500,139.2
CT,Connecticut,06268,Mansfield,158200,239700,151.52
PA,Pennsylvania,15084,Tarentum,56600,81700,144.35
MA,Massachusetts,02744,New Bedford,103700,240000,231.44
FL,Florida,32561,Gulf Breeze,189200,457500,241.81
NC,North Carolina,27052,Walnut Cove,82900,146800,177.08
CA,California,92657,Newport Coast,912400,2764300,302.97
PA,Pennsylvania,17340,Littlestown,121900,207300,170.06
NE,Nebraska,68133,Papillion,142700,275100,192.78
TX,Texas,77518,Bacliff,71000,144200,203.1
OH,Ohio,43021,Galena,176600,387800,219.59
MA,Massachusetts,02465,Newton,390900,933800,238.88
WY,Wyoming,82633,Douglas,141900,232600,163.92
CA,California,90755,Signal Hill,170100,515600,303.12
NH,New Hampshire,03077,Raymond,132200,270300,204.46
NC,North Carolina,28138,Rockwell,79500,149600,188.18
NC,North Carolina,28731,Flat Rock,130400,308300,236.43
MI,Michigan,49107,Buchanan,66700,110200,165.22
AZ,Arizona,85004,Phoenix,120700,277000,229.49
PA,Pennsylvania,15656,Allegheny,68400,112400,164.33
IN,Indiana,46802,Fort Wayne,49000,62800,128.16
RI,Rhode Island,02813,Charlestown,163800,379600,231.75
NE,Nebraska,68522,Lincoln,88100,174100,197.62
WI,Wisconsin,54615,Black River Falls,91800,127000,138.34
NY,New York,14103,Medina,57900,87700,151.47
TN,Tennessee,37397,Whitwell,56700,103000,181.66
TX,Texas,77418,Bellville,103500,212200,205.02
FL,Florida,32680,Old Town,28000,92100,328.93
MA,Massachusetts,02568,Vineyard Haven,281200,700200,249
IN,Indiana,46259,Indianapolis,146300,230900,157.83
MN,Minnesota,55425,Bloomington,132300,235800,178.23
NY,New York,10803,Pelham,380000,862500,226.97
DE,Delaware,19734,Townsend,161900,301700,186.35
MS,Mississippi,39567,Pascagoula,64400,93000,144.41
VA,Virginia,23664,Hampton,96000,194200,202.29
CA,California,91108,San Marino,675800,2361000,349.36
NC,North Carolina,28377,Red Springs,37500,56300,150.13
TN,Tennessee,37764,Sevierville,98100,183100,186.65
NC,North Carolina,27298,Liberty,87000,134600,154.71
AL,Alabama,36604,Mobile,71900,128500,178.72
CO,Colorado,80018,Aurora,198800,413600,208.05
IN,Indiana,46550,Nappanee,86000,155300,180.58
MN,Minnesota,55806,Duluth,52700,112600,213.66
VT,Vermont,05408,Burlington,120900,287600,237.88
PA,Pennsylvania,19444,Whitemarsh,197600,415000,210.02
NY,New York,11755,Lake Grove,192300,397800,206.86
NY,New York,11798,Wyandanch,130100,267000,205.23
NY,New York,13323,Kirkland,92200,182600,198.05
VA,Virginia,24251,Gate City,57600,85300,148.09
WA,Washington,98611,Castle Rock,114900,301700,262.58
CA,California,95811,Sacramento,126600,534300,422.04
IA,Iowa,50616,Charles City,58200,88600,152.23
SC,South Carolina,29127,Prosperity,109800,167600,152.64
MN,Minnesota,55807,Duluth,59700,116100,194.47
MI,Michigan,48809,Belding,85100,126500,148.65
TX,Texas,78639,Kingsland,131000,260200,198.63
NE,Nebraska,68112,Omaha,86200,103400,119.95
TX,Texas,76905,San Angelo,87500,143400,163.89
SC,South Carolina,29654,Honea Path,61200,103400,168.95
OH,Ohio,44444,Newton Falls,78200,86200,110.23
PA,Pennsylvania,19312,Easttown,308900,640800,207.45
MI,Michigan,48138,Grosse Ile,199700,230700,115.52
MN,Minnesota,56472,Breezy Point,82900,202000,243.67
NC,North Carolina,28730,Fairview,130100,341100,262.18
IN,Indiana,46173,Rushville,69100,103500,149.78
VA,Virginia,22443,Colonial Beach,113000,183800,162.65
IL,Illinois,61072,Rockton,107800,157900,146.47
WA,Washington,98951,Wapato,77400,149300,192.89
NJ,New Jersey,07078,Short Hills,705800,1405800,199.18
NM,New Mexico,87048,Corrales,220500,446900,202.68
AL,Alabama,36544,Irvington,70500,120300,170.64
OK,Oklahoma,73026,Norman,74000,183500,247.97
NH,New Hampshire,03857,Newmarket,144500,291400,201.66
MI,Michigan,49112,Edwardsburg,96100,150100,156.19
NJ,New Jersey,08824,South Brunswick,214300,428500,199.95
PA,Pennsylvania,16412,Washington,98000,164200,167.55
MO,Missouri,64137,Kansas City,83700,137100,163.8
NJ,New Jersey,07436,Oakland,254700,451000,177.07
NJ,New Jersey,07853,Long Valley,297500,454400,152.74
IL,Illinois,60915,Bradley,102100,102000,99.9
SC,South Carolina,29054,Gilbert,60100,143700,239.1
NH,New Hampshire,03031,Amherst,205400,375800,182.96
OH,Ohio,44481,Lordstown,95600,130100,136.09
OK,Oklahoma,74426,Checotah,49500,83100,167.88
MI,Michigan,48040,Marysville,144700,135600,93.71
ME,Maine,04086,Topsham,117000,222200,189.91
OK,Oklahoma,74745,Idabel,38500,74100,192.47
TX,Texas,77562,Highlands,79700,154700,194.1
IN,Indiana,46001,Alexandria,69100,92700,134.15
NY,New York,10570,Pleasantville,350500,652700,186.22
NY,New York,14006,Evans,63600,117400,184.59
OH,Ohio,44026,Chesterland,180000,237500,131.94
OH,Ohio,45068,Waynesville,112300,240000,213.71
MI,Michigan,49038,Coloma,74000,123700,167.16
FL,Florida,33592,Thonotosassa,99900,235500,235.74
MA,Massachusetts,02052,Medfield,351000,651100,185.5
MS,Mississippi,39666,Summit,78200,158300,202.43
NY,New York,13165,Waterloo,60200,97700,162.29
MD,Maryland,21769,Middletown,189600,359300,189.5
MS,Mississippi,39525,Diamondhead,104200,168200,161.42
NY,New York,13041,Clay,78900,146000,185.04
NY,New York,12572,Rhinebeck,147300,331500,225.05
KY,Kentucky,40513,Lexington,217600,363900,167.23
IN,Indiana,47978,Rensselaer,76100,139400,183.18
TX,Texas,78225,San Antonio,55300,96800,175.05
MD,Maryland,21102,Manchester,157300,305000,193.9
KS,Kansas,67410,Abilene,77200,114000,147.67
MO,Missouri,63390,Wright City,129100,175400,135.86
MA,Massachusetts,02375,Easton,194400,392700,202.01
IL,Illinois,60097,Wonder Lake,123600,150000,121.36
IL,Illinois,61080,South Beloit,90200,133200,147.67
OR,Oregon,97457,Myrtle Creek,85200,161700,189.79
MA,Massachusetts,01540,Oxford,130400,248100,190.26
CA,California,91708,Chino,211500,489200,231.3
IL,Illinois,62712,Springfield,152200,197600,129.83
CA,California,92241,Desert Hot Springs,71200,228900,321.49
TX,Texas,77807,Bryan,118600,217100,183.05
AL,Alabama,36093,Wetumpka,157700,212500,134.75
NY,New York,14502,Macedon,109600,168400,153.65
NY,New York,11766,Mount Sinai,201200,430100,213.77
OH,Ohio,45833,Delphos,69200,107200,154.91
